# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LOC729867	LOC729867	NR_123725.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LOC730100	LOC730100	NR_135237.1		0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
LOC91450	LOC91450	NR_026998.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LONRF2	LONRF2	NM_001371783.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
LONRF2	LONRF2	NM_198461.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
LPCAT3	LPCAT3	NM_005768.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LPXN	LPXN	NM_001143995.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LPXN	LPXN	NM_001307951.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LPXN	LPXN	NM_004811.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	LRBA	NM_001199282.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	LRBA	NM_001364905.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	LRBA	NM_001367550.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	LRBA	NM_006726.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH1	LRCH1	NM_001164211.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH1	LRCH1	NM_001164213.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH1	LRCH1	NM_015116.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001363887.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001365715.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001365716.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001365717.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001365718.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_001365719.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NM_032773.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRCH3	LRCH3	NR_158582.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRMDA	LRMDA	NM_001305581.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRMDA	LRMDA	NM_032024.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRMDA	LRMDA	NR_131178.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRP11	LRP11	NM_032832.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRP1B	LRP1B	NM_018557.3	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0
LRP3	LRP3	NM_002333.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRP5L	LRP5L	NM_001135772.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRP5L	LRP5L	NM_182492.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_001278211.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_001278212.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_001278213.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_001278214.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_018205.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_018239.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NM_207119.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NR_103467.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC20	LRRC20	NR_103468.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC25	LRRC25	NM_145256.3	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
LRRC27	LRRC27	NM_001143757.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC27	LRRC27	NM_001143758.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC27	LRRC27	NM_001143759.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC27	LRRC27	NM_030626.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC29	LRRC29	NM_001004055.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LRRC29	LRRC29	NM_001365158.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LRRC29	LRRC29	NM_001365159.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LRRC29	LRRC29	NM_012163.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LRRC3B	LRRC3B	NM_001317808.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC3B	LRRC3B	NM_001317809.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC3B	LRRC3B	NM_001317810.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC3B	LRRC3B	NM_001317811.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC3B	LRRC3B	NM_052953.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC4C	LRRC4C	NM_001258419.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
LRRC4C	LRRC4C	NM_020929.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
LRRC4C	LRRC4C	NR_047673.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC4C	LRRC4C	NR_047674.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC59	LRRC59	NM_018509.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC63	LRRC63	NM_001282460.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001330635.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001350216.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366836.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366837.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366838.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366839.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366840.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366841.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001366842.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRRC7	LRRC7	NM_001370785.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRC75A	LRRC75A	NM_001113567.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC75A	LRRC75A	NM_207387.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC77P	LRRC77P	NR_033843.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRC77P	LRRC77P	NR_145443.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRC8A	LRRC8A	NM_001127244.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC8A	LRRC8A	NM_001127245.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC8A	LRRC8A	NM_019594.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRRC8B	LRRC8B	NM_001134476.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC8B	LRRC8B	NM_001369817.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC8B	LRRC8B	NM_001369819.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC8B	LRRC8B	NM_015350.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC8E	LRRC8E	NM_001268284.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LRRC8E	LRRC8E	NM_001268285.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LRRC8E	LRRC8E	NM_025061.6	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LRRIQ1	LRRIQ1	NM_001079910.2	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0
LRRIQ3	LRRIQ3	NM_001105659.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRIQ3	LRRIQ3	NM_001322315.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LRRK1	LRRK1	NM_024652.6	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LRRN4CL	LRRN4CL	NM_203422.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRTM3	LRRTM3	NM_178011.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRTM3	LRRTM3	NR_111909.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NM_001134745.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NM_001282924.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NM_001282928.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NM_001330370.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NM_024993.6	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRTM4	LRRTM4	NR_146416.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LRRTM4-AS1	LRRTM4-AS1	NR_110284.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LSAMP	LSAMP	NM_001318915.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LSAMP	LSAMP	NM_002338.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
LSM14A	LSM14A.2	NM_001114093.2.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSM14A	LSM14A.2	NM_015578.3.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSM14B	LSM14B	NM_144703.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LSM2	LSM2	NM_021177.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LSM6	LSM6	NM_007080.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LSM7	LSM7	NM_016199.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LSP1	LSP1	NM_001013253.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1	LSP1	NM_001013254.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1	LSP1	NM_001013255.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1	LSP1	NM_001242932.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1	LSP1	NM_001289005.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1	LSP1	NM_002339.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1P5	LSP1P5	NR_027354.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LSP1P5	LSP1P5	NR_027355.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LSP1P5	LSP1P5	NR_027356.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LUARIS	LUARIS	NR_038276.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LUC7L	LUC7L	NM_001320226.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LUC7L	LUC7L	NM_001330420.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LUC7L	LUC7L	NM_018032.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LUC7L	LUC7L	NM_201412.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LUM	LUM	NM_002345.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LURAP1	LURAP1	NM_001013615.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LUZP1	LUZP1	NM_001142546.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LUZP1	LUZP1	NM_033631.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LUZP2	LUZP2	NM_001009909.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LUZP2	LUZP2	NM_001252008.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LUZP2	LUZP2	NM_001252010.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LY6G5B	LY6G5B.4	NM_021221.2.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LY6G5C	LY6G5C	NM_025262.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LY9	LY9	NM_001261456.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LY9	LY9	NM_001261457.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LY9	LY9	NM_002348.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYL1	LYL1	NM_005583.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LYPD6B	LYPD6B	NM_001317003.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYPD6B	LYPD6B	NM_001317004.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LYPD6B	LYPD6B	NM_001317005.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYPD6B	LYPD6B	NM_001317006.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYPD6B	LYPD6B	NM_177964.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYRM9	LYRM9	NM_001076680.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LYST	LYST	NM_000081.4	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LYST	LYST	NM_001301365.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
LYST	LYST	NR_102436.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LYZL2	LYZL2	NM_183058.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LZTS1	LZTS1	NM_021020.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LZTS1-AS1	LZTS1-AS1	NR_047509.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LZTS3	LZTS3	NM_001282533.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LZTS3	LZTS3	NM_001365618.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LZTS3	LZTS3	NM_001367609.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MACF1	MACF1	NM_012090.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MACROD1	MACROD1	NM_014067.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MACROD2	MACROD2	NM_001033087.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MACROD2	MACROD2	NM_001351661.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
MACROD2	MACROD2	NM_001351663.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
MACROD2	MACROD2	NM_001351664.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MACROD2	MACROD2	NM_080676.6	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
MAD1L1	MAD1L1	NM_001013836.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MAD1L1	MAD1L1	NM_001013837.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MAD1L1	MAD1L1	NM_001304523.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MAD1L1	MAD1L1	NM_001304524.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MAD1L1	MAD1L1	NM_001304525.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAD1L1	MAD1L1	NM_003550.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MADCAM1	MADCAM1	NM_130760.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MADCAM1	MADCAM1	NM_130762.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAGEB17	MAGEB17	NM_001277307.2	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
MAGI2	MAGI2	NM_001301128.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0
MAGI2	MAGI2	NM_012301.4	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0
MALRD1	MALRD1	NM_001142308.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MALSU1	MALSU1	NM_138446.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MAMLD1	MAMLD1	NM_001177465.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
MAMLD1	MAMLD1	NM_001177466.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
MAMLD1	MAMLD1	NM_005491.4	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
MAN2A1	MAN2A1	NM_002372.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
MAN2B1	MAN2B1	NM_000528.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAN2B1	MAN2B1	NM_001173498.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP11	MAP11	NM_001303470.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP11	MAP11	NM_018275.5	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP1B	MAP1B	NM_001324255.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP1B	MAP1B	NM_005909.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP2	MAP2	NM_001039538.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP2	MAP2	NM_001363910.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP2	MAP2	NM_001363911.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2	MAP2	NM_001363913.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2	MAP2	NM_002374.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2	MAP2	NM_031845.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2	MAP2	NM_031847.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K7	MAP2K7	NM_001297555.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K7	MAP2K7	NM_001297556.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K7	MAP2K7	NM_145185.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP3K14	MAP3K14	NM_003954.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP3K14-AS1	MAP3K14-AS1	NR_024434.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K14-AS1	MAP3K14-AS1	NR_024435.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K14-AS1	MAP3K14-AS1	NR_110324.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K14-AS1	MAP3K14-AS1	NR_110325.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K14-AS1	MAP3K14-AS1	NR_110326.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K15	MAP3K15	NM_001001671.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NM_001291958.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NM_001301072.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NM_001363582.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NM_005922.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NM_006724.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K4	MAP3K4	NR_120425.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K5	MAP3K5	NM_005923.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K9	MAP3K9	NM_001284230.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K9	MAP3K9	NM_001284231.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K9	MAP3K9	NM_001284232.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K9	MAP3K9	NM_033141.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP4K2	MAP4K2	NM_001307990.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP4K2	MAP4K2	NM_004579.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP4K3	MAP4K3	NM_001270425.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP4K3	MAP4K3	NM_003618.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198608.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198609.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198611.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198614.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198615.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198616.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198617.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198618.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_001198619.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7	MAP7	NM_003980.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7D1	MAP7D1	NM_001286365.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7D1	MAP7D1	NM_001286366.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP7D1	MAP7D1	NM_018067.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAPK15	MAPK15	NM_139021.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAPKAPK3	MAPKAPK3	NM_001243925.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAPKAPK3	MAPKAPK3	NM_001243926.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAPKAPK3	MAPKAPK3	NM_004635.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MARCHF1	MARCHF1	NM_001166373.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
MARCHF10	MARCHF10	NM_001100875.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MARCHF10	MARCHF10	NM_001288779.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MARCHF10	MARCHF10	NM_001288780.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MARCHF10	MARCHF10	NM_152598.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
